opportunity_id,account_id,account,seller_id,sales_agent,manager,regional_office,product_id,product,product_series,account_sector,account_country,deal_stage,engage_date,close_date,close_value,close_quarter,close_month,close_week_start,sales_cycle_days,purchase_type_observed
0IF5FH68,A015,Domzoom,S017,Jonathan Berthelot,Melvin Marxen,Central,P004,GTX Plus Pro,GTX,entertainment,United States,Won,2017-04-20,2017-08-03,5203,2017-Q3,2017-08,2017-07-31,105,Repeat observed purchase
0IO00FNS,A075,Warephase,S009,Darcel Schlecht,Melvin Marxen,Central,P005,GTX Pro,GTX,services,United States,Lost,2016-12-28,2017-03-16,0,2017-Q1,2017-03,2017-03-13,78,
0IO43YMS,,,S034,Wilburn Farren,Cara Losch,East,P006,MG Advanced,MG,,,Engaging,2017-02-20,,,,,,,
0ISX53T3,A028,Globex Corporation,S020,Lajuana Vencill,Dustin Brinkmann,Central,P002,GTX Basic,GTX,technology,Norway,Won,2017-10-06,2017-12-21,453,2017-Q4,2017-12,2017-12-18,76,Repeat observed purchase
0IYQX303,A017,Donquadtech,S028,Reed Clapper,Rocco Neubert,East,P005,GTX Pro,GTX,technology,United States,Won,2017-01-11,2017-03-17,4905,2017-Q1,2017-03,2017-03-13,65,Repeat observed purchase
0J21WQH1,A020,Fasehatice,S018,Kami Bicknell,Summer Sewald,West,P003,GTX Plus Basic,GTX,retail,United States,Lost,2017-04-02,2017-04-14,0,2017-Q2,2017-04,2017-04-10,12,
0J24X1Y0,A046,Lexiqvolax,S018,Kami Bicknell,Summer Sewald,West,P007,MG Special,MG,medical,United States,Won,2017-09-06,2017-09-15,56,2017-Q3,2017-09,2017-09-11,9,Repeat observed purchase
0J3UU8PZ,A080,Zathunicon,S002,Boris Faz,Rocco Neubert,East,P002,GTX Basic,GTX,retail,United States,Won,2017-10-22,2017-12-30,546,2017-Q4,2017-12,2017-12-25,69,Repeat observed purchase
0K59ZLQC,A017,Donquadtech,S007,Corliss Cosme,Cara Losch,East,P002,GTX Basic,GTX,technology,United States,Engaging,2017-05-18,,,,,,,
0KEO3OP7,,,S008,Daniell Hammack,Rocco Neubert,East,P004,GTX Plus Pro,GTX,,,Engaging,2017-04-27,,,,,,,
0KRVN3V5,A034,Hatfan,S001,Anna Snelling,Dustin Brinkmann,Central,P006,MG Advanced,MG,services,United States,Engaging,2017-07-21,,,,,,,
0KSK9O00,A007,Bluth Company,S020,Lajuana Vencill,Dustin Brinkmann,Central,P002,GTX Basic,GTX,technology,United States,Prospecting,,,,,,,,
0KVZKA5T,A043,Konex,S032,Vicki Laflamme,Celia Rouche,West,P007,MG Special,MG,technology,United States,Lost,2017-07-18,2017-07-25,0,2017-Q3,2017-07,2017-07-24,7,
0KWYQTQQ,,,S029,Rosalina Dieter,Celia Rouche,West,P007,MG Special,MG,,,Engaging,2017-11-10,,,,,,,
0L3VYSKY,A038,Isdom,S027,Niesha Huffines,Melvin Marxen,Central,P002,GTX Basic,GTX,medical,United States,Lost,2017-08-23,2017-09-05,0,2017-Q3,2017-09,2017-09-04,13,
0LDX9VLO,A061,Scottech,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,marketing,United States,Lost,2017-06-14,2017-08-11,0,2017-Q3,2017-08,2017-08-07,58,
0LMA8GMJ,A008,Bubba Gump,S030,Rosie Papadopoulos,Cara Losch,East,P004,GTX Plus Pro,GTX,software,United States,Won,2017-03-15,2017-05-10,4983,2017-Q2,2017-05,2017-05-08,56,Repeat observed purchase
0LNZRNEU,A081,Zencorporation,S033,Violet Mclelland,Cara Losch,East,P002,GTX Basic,GTX,technology,China,Won,2017-01-02,2017-03-29,542,2017-Q1,2017-03,2017-03-27,86,Repeat observed purchase
0LRVHITK,,,S033,Violet Mclelland,Cara Losch,East,P007,MG Special,MG,,,Engaging,2017-06-16,,,,,,,
0LTBCZHI,A072,Treequote,S027,Niesha Huffines,Melvin Marxen,Central,P006,MG Advanced,MG,telecommunications,United States,Won,2017-09-13,2017-11-30,3902,2017-Q4,2017-11,2017-11-27,78,Repeat observed purchase
0LVWSWEW,A017,Donquadtech,S033,Violet Mclelland,Cara Losch,East,P007,MG Special,MG,technology,United States,Won,2016-11-25,2017-03-06,65,2017-Q1,2017-03,2017-03-06,101,Repeat observed purchase
0M3NCPQX,,,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,,,Engaging,2017-07-30,,,,,,,
0M4K6F8Q,,,S014,Gladys Colclough,Melvin Marxen,Central,P002,GTX Basic,GTX,,,Prospecting,,,,,,,,
0MKW8IPC,A077,Xx-zobam,S010,Donn Cantrell,Rocco Neubert,East,P002,GTX Basic,GTX,entertainment,United States,Won,2017-07-26,2017-07-28,554,2017-Q3,2017-07,2017-07-24,2,Repeat observed purchase
0MMDQ1OR,A011,Codehow,S020,Lajuana Vencill,Dustin Brinkmann,Central,P002,GTX Basic,GTX,software,United States,Won,2017-09-10,2017-11-12,511,2017-Q4,2017-11,2017-11-06,63,Repeat observed purchase
0MNAGD91,A003,Betatech,S025,Moses Frase,Dustin Brinkmann,Central,P006,MG Advanced,MG,medical,Kenya,Won,2017-06-24,2017-07-05,3355,2017-Q3,2017-07,2017-07-03,11,Repeat observed purchase
0MPEK4ZA,A017,Donquadtech,S010,Donn Cantrell,Rocco Neubert,East,P003,GTX Plus Basic,GTX,technology,United States,Lost,2017-06-26,2017-09-18,0,2017-Q3,2017-09,2017-09-18,84,
0MXZ36G7,A008,Bubba Gump,S007,Corliss Cosme,Cara Losch,East,P002,GTX Basic,GTX,software,United States,Won,2017-10-03,2017-10-04,616,2017-Q4,2017-10,2017-10-02,1,Repeat observed purchase
0MZIJDPM,A021,Faxquote,S011,Elease Gluck,Celia Rouche,West,P007,MG Special,MG,telecommunications,United States,Won,2017-05-13,2017-09-13,54,2017-Q3,2017-09,2017-09-11,123,Repeat observed purchase
0N11U6L3,A001,Acme Corporation,S008,Daniell Hammack,Rocco Neubert,East,P003,GTX Plus Basic,GTX,technology,United States,Engaging,2017-10-30,,,,,,,
0N2VYY6Z,A045,Labdrill,S021,Markita Hansen,Celia Rouche,West,P002,GTX Basic,GTX,medical,United States,Lost,2017-08-30,2017-09-19,0,2017-Q3,2017-09,2017-09-18,20,
0NKINI7S,A071,Toughzap,S020,Lajuana Vencill,Dustin Brinkmann,Central,P007,MG Special,MG,retail,United States,Won,2017-10-14,2017-10-16,42,2017-Q4,2017-10,2017-10-16,2,Repeat observed purchase
0NO04P6C,A049,Nam-zim,S015,Hayden Neloms,Celia Rouche,West,P007,MG Special,MG,services,Brazil,Won,2016-12-02,2017-03-04,59,2017-Q1,2017-03,2017-02-27,92,First observed purchase
0NP0XPLQ,A071,Toughzap,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,retail,United States,Won,2017-08-31,2017-09-03,59,2017-Q3,2017-09,2017-08-28,3,Repeat observed purchase
0NSRB3EO,,,S017,Jonathan Berthelot,Melvin Marxen,Central,P007,MG Special,MG,,,Engaging,2017-07-20,,,,,,,
0OESOJNN,A075,Warephase,S016,James Ascencio,Summer Sewald,West,P003,GTX Plus Basic,GTX,services,United States,Engaging,2017-01-17,,,,,,,
0OHEJOI5,,,S007,Corliss Cosme,Cara Losch,East,P006,MG Advanced,MG,,,Engaging,2017-08-13,,,,,,,
0OJE7J6C,A026,Gekko & Co,S007,Corliss Cosme,Cara Losch,East,P004,GTX Plus Pro,GTX,retail,United States,Won,2017-12-09,2017-12-17,5143,2017-Q4,2017-12,2017-12-11,8,Repeat observed purchase
0ONK3WET,A047,Massive Dynamic,S005,Cassey Cress,Rocco Neubert,East,P005,GTX Pro,GTX,entertainment,United States,Won,2017-11-18,2017-11-21,4243,2017-Q4,2017-11,2017-11-20,3,Repeat observed purchase
0OOZE4GN,A083,Zotware,S030,Rosie Papadopoulos,Cara Losch,East,P004,GTX Plus Pro,GTX,software,United States,Lost,2017-02-26,2017-03-03,0,2017-Q1,2017-03,2017-02-27,5,
0ORRC53X,A023,Finjob,S035,Zane Levy,Summer Sewald,West,P002,GTX Basic,GTX,employment,United States,Won,2017-06-08,2017-09-08,520,2017-Q3,2017-09,2017-09-04,92,Repeat observed purchase
0OXJ2HOP,A014,Dalttechnology,S021,Markita Hansen,Celia Rouche,West,P006,MG Advanced,MG,software,United States,Won,2017-10-31,2017-11-11,4058,2017-Q4,2017-11,2017-11-06,11,Repeat observed purchase
0P4AAPYX,A030,Golddex,S015,Hayden Neloms,Celia Rouche,West,P003,GTX Plus Basic,GTX,finance,United States,Won,2016-12-02,2017-03-03,1040,2017-Q1,2017-03,2017-02-27,91,First observed purchase
0P8NFYML,A002,Betasoloin,S005,Cassey Cress,Rocco Neubert,East,P007,MG Special,MG,medical,United States,Lost,2017-05-06,2017-05-24,0,2017-Q2,2017-05,2017-05-22,18,
0PGJNCD7,A085,dambase,S001,Anna Snelling,Dustin Brinkmann,Central,P002,GTX Basic,GTX,marketing,United States,Won,2017-04-16,2017-06-23,626,2017-Q2,2017-06,2017-06-19,68,Repeat observed purchase
0PH153YF,A012,Condax,S014,Gladys Colclough,Melvin Marxen,Central,P005,GTX Pro,GTX,medical,United States,Lost,2017-07-12,2017-07-13,0,2017-Q3,2017-07,2017-07-10,1,
0PSKGNYE,A029,Gogozoom,S027,Niesha Huffines,Melvin Marxen,Central,P002,GTX Basic,GTX,telecommunications,United States,Won,2017-04-11,2017-04-12,504,2017-Q2,2017-04,2017-04-10,1,Repeat observed purchase
0PT4RY4P,,,S006,Cecily Lampkin,Dustin Brinkmann,Central,P006,MG Advanced,MG,,,Engaging,2017-07-31,,,,,,,
0PUDG8KY,A080,Zathunicon,S005,Cassey Cress,Rocco Neubert,East,P002,GTX Basic,GTX,retail,United States,Lost,2017-08-12,2017-08-24,0,2017-Q3,2017-08,2017-08-21,12,
0PXJYUT7,,,S027,Niesha Huffines,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,,,Prospecting,,,,,,,,
0QHI3KG5,A077,Xx-zobam,S028,Reed Clapper,Rocco Neubert,East,P006,MG Advanced,MG,entertainment,United States,Won,2017-02-25,2017-06-10,3075,2017-Q2,2017-06,2017-06-05,105,Repeat observed purchase
0QMDTHBS,,,S017,Jonathan Berthelot,Melvin Marxen,Central,P007,MG Special,MG,,,Prospecting,,,,,,,,
0QMOIDET,A043,Konex,S016,James Ascencio,Summer Sewald,West,P003,GTX Plus Basic,GTX,technology,United States,Won,2017-11-24,2017-12-11,1049,2017-Q4,2017-12,2017-12-11,17,Repeat observed purchase
0QPZIIPF,A019,Donware,S032,Vicki Laflamme,Celia Rouche,West,P003,GTX Plus Basic,GTX,marketing,United States,Engaging,2017-03-27,,,,,,,
0QUXNGR1,A075,Warephase,S006,Cecily Lampkin,Dustin Brinkmann,Central,P006,MG Advanced,MG,services,United States,Lost,2017-10-13,2017-10-18,0,2017-Q4,2017-10,2017-10-16,5,
0QV1LRME,A044,Konmatfix,S017,Jonathan Berthelot,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,marketing,United States,Won,2017-07-11,2017-07-18,1258,2017-Q3,2017-07,2017-07-17,7,Repeat observed purchase
0R1F3OIN,A005,Bioplex,S008,Daniell Hammack,Rocco Neubert,East,P006,MG Advanced,MG,medical,United States,Won,2017-08-15,2017-08-22,2682,2017-Q3,2017-08,2017-08-21,7,Repeat observed purchase
0R5KAHNB,A073,Umbrella Corporation,S025,Moses Frase,Dustin Brinkmann,Central,P006,MG Advanced,MG,finance,United States,Engaging,2017-08-03,,,,,,,
0RH9W4E2,A067,Streethex,S014,Gladys Colclough,Melvin Marxen,Central,P007,MG Special,MG,retail,Belgium,Lost,2017-12-04,2017-12-24,0,2017-Q4,2017-12,2017-12-18,20,
0RI2I8ZL,,,S020,Lajuana Vencill,Dustin Brinkmann,Central,P002,GTX Basic,GTX,,,Engaging,2017-07-28,,,,,,,
0RL4RHQJ,A028,Globex Corporation,S014,Gladys Colclough,Melvin Marxen,Central,P004,GTX Plus Pro,GTX,technology,Norway,Won,2017-06-12,2017-06-25,6365,2017-Q2,2017-06,2017-06-19,13,Repeat observed purchase
0RLU8I9Q,,,S017,Jonathan Berthelot,Melvin Marxen,Central,P002,GTX Basic,GTX,,,Prospecting,,,,,,,,
0RNYAI6O,A066,Statholdings,S009,Darcel Schlecht,Melvin Marxen,Central,P007,MG Special,MG,employment,United States,Lost,2017-03-27,2017-04-07,0,2017-Q2,2017-04,2017-04-03,11,
0S4K915N,A043,Konex,S019,Kary Hendrixson,Summer Sewald,West,P002,GTX Basic,GTX,technology,United States,Lost,2017-03-29,2017-05-20,0,2017-Q2,2017-05,2017-05-15,52,
0S6OQ9AO,,,S022,Marty Freudenburg,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,,,Engaging,2017-07-24,,,,,,,
0SD3OBQI,A043,Konex,S002,Boris Faz,Rocco Neubert,East,P003,GTX Plus Basic,GTX,technology,United States,Lost,2017-09-26,2017-11-06,0,2017-Q4,2017-11,2017-11-06,41,
0SIFT5DE,A056,Rangreen,S022,Marty Freudenburg,Melvin Marxen,Central,P006,MG Advanced,MG,technology,Panama,Lost,2017-09-26,2017-10-04,0,2017-Q4,2017-10,2017-10-02,8,
0SIWRBDT,A043,Konex,S008,Daniell Hammack,Rocco Neubert,East,P003,GTX Plus Basic,GTX,technology,United States,Won,2017-08-08,2017-12-22,1135,2017-Q4,2017-12,2017-12-18,136,Repeat observed purchase
0SMQAD34,A015,Domzoom,S009,Darcel Schlecht,Melvin Marxen,Central,P006,MG Advanced,MG,entertainment,United States,Lost,2017-04-06,2017-04-08,0,2017-Q2,2017-04,2017-04-03,2,
0SPX7FIJ,A074,Vehement Capital Partners,S033,Violet Mclelland,Cara Losch,East,P006,MG Advanced,MG,finance,United States,Lost,2017-08-20,2017-09-06,0,2017-Q3,2017-09,2017-09-04,17,
0SQM849O,A077,Xx-zobam,S005,Cassey Cress,Rocco Neubert,East,P005,GTX Pro,GTX,entertainment,United States,Won,2017-10-17,2017-10-29,5144,2017-Q4,2017-10,2017-10-23,12,Repeat observed purchase
0SSUR0IY,A035,Hottechi,S019,Kary Hendrixson,Summer Sewald,West,P002,GTX Basic,GTX,technology,Korea,Lost,2017-08-18,2017-11-14,0,2017-Q4,2017-11,2017-11-13,88,
0STR2QEA,A037,Inity,S007,Corliss Cosme,Cara Losch,East,P004,GTX Plus Pro,GTX,marketing,United States,Engaging,2017-05-25,,,,,,,
0T2CY70E,,,S020,Lajuana Vencill,Dustin Brinkmann,Central,P006,MG Advanced,MG,,,Engaging,2017-07-22,,,,,,,
0T9EBKZL,A061,Scottech,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,marketing,United States,Won,2017-07-21,2017-07-28,51,2017-Q3,2017-07,2017-07-24,7,Repeat observed purchase
0T9KUEQ2,,,S005,Cassey Cress,Rocco Neubert,East,P004,GTX Plus Pro,GTX,,,Engaging,2017-07-11,,,,,,,
0TC6I9SJ,A018,Dontechi,S009,Darcel Schlecht,Melvin Marxen,Central,P005,GTX Pro,GTX,software,United States,Engaging,2017-07-24,,,,,,,
0TEEJ0WD,A052,Opentech,S010,Donn Cantrell,Rocco Neubert,East,P003,GTX Plus Basic,GTX,finance,United States,Lost,2017-11-11,2017-11-18,0,2017-Q4,2017-11,2017-11-13,7,
0TICPBMF,A013,Conecom,S014,Gladys Colclough,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,technology,United States,Won,2017-09-23,2017-09-27,1047,2017-Q3,2017-09,2017-09-25,4,Repeat observed purchase
0TQP0E65,,,S009,Darcel Schlecht,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,,,Prospecting,,,,,,,,
0TR3RU8A,A015,Domzoom,S027,Niesha Huffines,Melvin Marxen,Central,P007,MG Special,MG,entertainment,United States,Won,2017-06-12,2017-09-10,61,2017-Q3,2017-09,2017-09-04,90,Repeat observed purchase
0TUS4NAC,A056,Rangreen,S017,Jonathan Berthelot,Melvin Marxen,Central,P007,MG Special,MG,technology,Panama,Won,2016-12-07,2017-03-11,51,2017-Q1,2017-03,2017-03-06,94,Repeat observed purchase
0U0GUDIX,A065,Stanredtax,S001,Anna Snelling,Dustin Brinkmann,Central,P004,GTX Plus Pro,GTX,finance,United States,Won,2017-09-14,2017-09-18,5421,2017-Q3,2017-09,2017-09-18,4,Repeat observed purchase
0U3WVJO0,,,S007,Corliss Cosme,Cara Losch,East,P005,GTX Pro,GTX,,,Engaging,2016-12-28,,,,,,,
0UB5IQXA,A011,Codehow,S006,Cecily Lampkin,Dustin Brinkmann,Central,P007,MG Special,MG,software,United States,Won,2017-08-12,2017-11-23,65,2017-Q4,2017-11,2017-11-20,103,Repeat observed purchase
0UCQUW6U,A073,Umbrella Corporation,S013,Garret Kinder,Cara Losch,East,P006,MG Advanced,MG,finance,United States,Lost,2017-06-25,2017-07-07,0,2017-Q3,2017-07,2017-07-03,12,
0UDLH6I3,A080,Zathunicon,S013,Garret Kinder,Cara Losch,East,P002,GTX Basic,GTX,retail,United States,Lost,2017-04-07,2017-04-15,0,2017-Q2,2017-04,2017-04-10,8,
0UFUDIYT,A060,Scotfind,S032,Vicki Laflamme,Celia Rouche,West,P002,GTX Basic,GTX,software,United States,Won,2017-09-22,2017-11-22,570,2017-Q4,2017-11,2017-11-20,61,Repeat observed purchase
0UOIGVEO,A026,Gekko & Co,S010,Donn Cantrell,Rocco Neubert,East,P006,MG Advanced,MG,retail,United States,Won,2017-10-11,2017-10-20,3024,2017-Q4,2017-10,2017-10-16,9,Repeat observed purchase
0V9YEQDU,A072,Treequote,S001,Anna Snelling,Dustin Brinkmann,Central,P007,MG Special,MG,telecommunications,United States,Lost,2017-10-13,2017-10-22,0,2017-Q4,2017-10,2017-10-16,9,
0VFBWUG5,A011,Codehow,S025,Moses Frase,Dustin Brinkmann,Central,P003,GTX Plus Basic,GTX,software,United States,Lost,2017-08-21,2017-11-03,0,2017-Q4,2017-11,2017-10-30,74,
0VG9PGMI,A034,Hatfan,S029,Rosalina Dieter,Celia Rouche,West,P004,GTX Plus Pro,GTX,services,United States,Won,2017-08-25,2017-09-13,6391,2017-Q3,2017-09,2017-09-11,19,Repeat observed purchase
0VXUZU7P,A061,Scottech,S001,Anna Snelling,Dustin Brinkmann,Central,P007,MG Special,MG,marketing,United States,Won,2017-04-19,2017-04-25,49,2017-Q2,2017-04,2017-04-24,6,Repeat observed purchase
0VYX8TN3,A085,dambase,S006,Cecily Lampkin,Dustin Brinkmann,Central,P007,MG Special,MG,marketing,United States,Lost,2017-03-30,2017-04-09,0,2017-Q2,2017-04,2017-04-03,10,
0VZIDVCC,A084,Zumgoity,S025,Moses Frase,Dustin Brinkmann,Central,P007,MG Special,MG,medical,United States,Won,2017-07-04,2017-07-09,55,2017-Q3,2017-07,2017-07-03,5,Repeat observed purchase
0W6S0ODT,A013,Conecom,S014,Gladys Colclough,Melvin Marxen,Central,P007,MG Special,MG,technology,United States,Won,2017-06-23,2017-07-03,49,2017-Q3,2017-07,2017-07-03,10,Repeat observed purchase
0W8VWJDS,A046,Lexiqvolax,S032,Vicki Laflamme,Celia Rouche,West,P007,MG Special,MG,medical,United States,Won,2017-10-16,2017-10-18,56,2017-Q4,2017-10,2017-10-16,2,Repeat observed purchase
0WC2J3UP,A024,Funholding,S001,Anna Snelling,Dustin Brinkmann,Central,P002,GTX Basic,GTX,finance,United States,Lost,2017-06-19,2017-08-28,0,2017-Q3,2017-08,2017-08-28,70,
0WERZ67T,A075,Warephase,S009,Darcel Schlecht,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,services,United States,Won,2017-08-18,2017-11-13,986,2017-Q4,2017-11,2017-11-13,87,Repeat observed purchase
0WGAPLOI,A085,dambase,S009,Darcel Schlecht,Melvin Marxen,Central,P005,GTX Pro,GTX,marketing,United States,Won,2017-09-19,2017-12-07,4990,2017-Q4,2017-12,2017-12-04,79,Repeat observed purchase
0WGCUB3L,A059,Rundofase,S027,Niesha Huffines,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,technology,United States,Won,2017-08-28,2017-09-13,1105,2017-Q3,2017-09,2017-09-11,16,Repeat observed purchase
0WJLKMUA,A001,Acme Corporation,S033,Violet Mclelland,Cara Losch,East,P005,GTX Pro,GTX,technology,United States,Lost,2017-07-28,2017-07-29,0,2017-Q3,2017-07,2017-07-24,1,
0WO582AV,A018,Dontechi,S009,Darcel Schlecht,Melvin Marxen,Central,P005,GTX Pro,GTX,software,United States,Lost,2017-05-08,2017-08-06,0,2017-Q3,2017-08,2017-07-31,90,
0WRMY7IX,A055,Plussunin,S033,Violet Mclelland,Cara Losch,East,P003,GTX Plus Basic,GTX,retail,United States,Won,2017-04-27,2017-04-28,1146,2017-Q2,2017-04,2017-04-24,1,Repeat observed purchase
0WVCRCOU,A077,Xx-zobam,S005,Cassey Cress,Rocco Neubert,East,P005,GTX Pro,GTX,entertainment,United States,Lost,2017-03-31,2017-04-01,0,2017-Q2,2017-04,2017-03-27,1,
0WWDVOM3,A012,Condax,S029,Rosalina Dieter,Celia Rouche,West,P007,MG Special,MG,medical,United States,Won,2017-02-25,2017-05-09,50,2017-Q2,2017-05,2017-05-08,73,Repeat observed purchase
0X1AY1FM,A064,Sonron,S029,Rosalina Dieter,Celia Rouche,West,P006,MG Advanced,MG,telecommunications,United States,Won,2017-05-14,2017-05-18,3484,2017-Q2,2017-05,2017-05-15,4,Repeat observed purchase
0XBGT413,,,S014,Gladys Colclough,Melvin Marxen,Central,P005,GTX Pro,GTX,,,Engaging,2017-07-30,,,,,,,
0XBMBVFP,A033,Groovestreet,S035,Zane Levy,Summer Sewald,West,P006,MG Advanced,MG,retail,United States,Won,2017-09-25,2017-10-04,3438,2017-Q4,2017-10,2017-10-02,9,Repeat observed purchase
0XC4DR3F,A067,Streethex,S017,Jonathan Berthelot,Melvin Marxen,Central,P005,GTX Pro,GTX,retail,Belgium,Won,2017-04-04,2017-04-10,5032,2017-Q2,2017-04,2017-04-10,6,Repeat observed purchase
0XG8TOJF,A020,Fasehatice,S019,Kary Hendrixson,Summer Sewald,West,P004,GTX Plus Pro,GTX,retail,United States,Lost,2016-12-11,2017-03-18,0,2017-Q1,2017-03,2017-03-13,97,
0XHTFQE8,A002,Betasoloin,S005,Cassey Cress,Rocco Neubert,East,P003,GTX Plus Basic,GTX,medical,United States,Won,2017-05-19,2017-08-19,1131,2017-Q3,2017-08,2017-08-14,92,Repeat observed purchase
0XI051FP,A058,Ron-tech,S017,Jonathan Berthelot,Melvin Marxen,Central,P006,MG Advanced,MG,medical,United States,Lost,2017-04-21,2017-05-02,0,2017-Q2,2017-05,2017-05-01,11,
0XIPT9AX,A012,Condax,S023,Maureen Marcano,Summer Sewald,West,P004,GTX Plus Pro,GTX,medical,United States,Won,2017-03-31,2017-04-10,5637,2017-Q2,2017-04,2017-04-10,10,Repeat observed purchase
0XK80WX8,A085,dambase,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,marketing,United States,Won,2017-06-30,2017-07-11,47,2017-Q3,2017-07,2017-07-10,11,Repeat observed purchase
0XMB83YO,A060,Scotfind,S018,Kami Bicknell,Summer Sewald,West,P004,GTX Plus Pro,GTX,software,United States,Won,2017-02-07,2017-05-15,5401,2017-Q2,2017-05,2017-05-15,97,Repeat observed purchase
0XVL2UMH,A033,Groovestreet,S017,Jonathan Berthelot,Melvin Marxen,Central,P002,GTX Basic,GTX,retail,United States,Prospecting,,,,,,,,
0XWCTQL2,A016,Doncon,S035,Zane Levy,Summer Sewald,West,P007,MG Special,MG,technology,United States,Won,2017-06-12,2017-08-18,51,2017-Q3,2017-08,2017-08-14,67,Repeat observed purchase
0XYUJ7HF,A038,Isdom,S032,Vicki Laflamme,Celia Rouche,West,P007,MG Special,MG,medical,United States,Engaging,2017-08-23,,,,,,,
0Y8HO91H,A047,Massive Dynamic,S005,Cassey Cress,Rocco Neubert,East,P005,GTX Pro,GTX,entertainment,United States,Won,2017-05-18,2017-08-02,4873,2017-Q3,2017-08,2017-07-31,76,Repeat observed purchase
0YCAS0B9,A022,Finhigh,S017,Jonathan Berthelot,Melvin Marxen,Central,P004,GTX Plus Pro,GTX,finance,United States,Won,2017-06-08,2017-08-27,6096,2017-Q3,2017-08,2017-08-21,80,Repeat observed purchase
0YM4VJDP,A023,Finjob,S016,James Ascencio,Summer Sewald,West,P002,GTX Basic,GTX,employment,United States,Lost,2017-10-14,2017-11-30,0,2017-Q4,2017-11,2017-11-27,47,
0YN6EALP,A061,Scottech,S001,Anna Snelling,Dustin Brinkmann,Central,P007,MG Special,MG,marketing,United States,Won,2017-03-11,2017-03-17,57,2017-Q1,2017-03,2017-03-13,6,Repeat observed purchase
0YPN92QB,A078,Y-corporation,S029,Rosalina Dieter,Celia Rouche,West,P007,MG Special,MG,employment,United States,Lost,2017-07-08,2017-07-10,0,2017-Q3,2017-07,2017-07-10,2,
0Z2CQ0MQ,A064,Sonron,S018,Kami Bicknell,Summer Sewald,West,P002,GTX Basic,GTX,telecommunications,United States,Won,2017-03-18,2017-03-28,453,2017-Q1,2017-03,2017-03-27,10,Repeat observed purchase
0Z6MNUF2,A078,Y-corporation,S029,Rosalina Dieter,Celia Rouche,West,P006,MG Advanced,MG,employment,United States,Won,2017-04-22,2017-04-30,3242,2017-Q2,2017-04,2017-04-24,8,Repeat observed purchase
0Z8ZAS2M,,,S035,Zane Levy,Summer Sewald,West,P002,GTX Basic,GTX,,,Engaging,2017-07-21,,,,,,,
0ZG6U7MQ,,,S006,Cecily Lampkin,Dustin Brinkmann,Central,P004,GTX Plus Pro,GTX,,,Prospecting,,,,,,,,
0ZHLQFGU,A006,Blackzim,S018,Kami Bicknell,Summer Sewald,West,P005,GTX Pro,GTX,retail,United States,Won,2016-12-10,2017-03-22,4839,2017-Q1,2017-03,2017-03-20,102,Repeat observed purchase
0ZXS3AIR,A002,Betasoloin,S002,Boris Faz,Rocco Neubert,East,P002,GTX Basic,GTX,medical,United States,Won,2017-09-20,2017-12-26,563,2017-Q4,2017-12,2017-12-25,97,Repeat observed purchase
100W6J9A,A072,Treequote,S009,Darcel Schlecht,Melvin Marxen,Central,P005,GTX Pro,GTX,telecommunications,United States,Lost,2017-07-13,2017-07-19,0,2017-Q3,2017-07,2017-07-17,6,
102XKYAC,A083,Zotware,S005,Cassey Cress,Rocco Neubert,East,P005,GTX Pro,GTX,software,United States,Engaging,2017-09-01,,,,,,,
